epoch,step,train/f1,train/loss_epoch,train/loss_step,train/precision,train/recall,val/f1,val/loss_epoch,val/loss_step,val/precision,val/recall
,26,,,,,,,,0.4645082652568817,,
,27,,,,,,,,0.4603134095668793,,
13,125,,,,,,0.236291766166687,0.4627127945423126,,0.21841983497142792,0.2603261470794678
13,125,0.21060942113399506,0.51151442527771,,0.24024224281311035,0.21474459767341614,,,,,
14,128,,,0.49933692812919617,,,,,,,
14,131,,,0.4905143082141876,,,,,,,
14,134,,,0.49512961506843567,,,,,,,
,28,,,,,,,,0.45480653643608093,,
,29,,,,,,,,0.4505065083503723,,
14,134,,,,,,0.23734234273433685,0.4529660642147064,,0.2563813030719757,0.26339128613471985
14,134,0.21318647265434265,0.49533945322036743,,0.25213417410850525,0.21699945628643036,,,,,
15,137,,,0.4824935495853424,,,,,,,
15,140,,,0.4830372631549835,,,,,,,
15,143,,,0.4870137870311737,,,,,,,
,30,,,,,,,,0.4464762210845947,,
,31,,,,,,,,0.4420090317726135,,
15,143,,,,,,0.24131615459918976,0.44456422328948975,,0.2780676484107971,0.2669026851654053
15,143,0.21611632406711578,0.48099082708358765,,0.26411494612693787,0.21944032609462738,,,,,
16,146,,,0.47178012132644653,,,,,,,
16,149,,,0.4698481559753418,,,,,,,
16,152,,,0.4665965437889099,,,,,,,
,32,,,,,,,,0.43828892707824707,,
,33,,,,,,,,0.4337843954563141,,
16,152,,,,,,0.24963392317295074,0.4363609552383423,,0.2631535828113556,0.2726115584373474
16,152,0.2189900279045105,0.46846193075180054,,0.2806258201599121,0.22149623930454254,,,,,
17,155,,,0.46579670906066895,,,,,,,
17,158,,,0.4568490982055664,,,,,,,
17,161,,,0.4576408863067627,,,,,,,
,34,,,,,,,,0.43315935134887695,,
,35,,,,,,,,0.4285757541656494,,
17,161,,,,,,0.2559382915496826,0.43119752407073975,,0.25182822346687317,0.2791595458984375
17,161,0.22124263644218445,0.45755714178085327,,0.3073939383029938,0.2235858291387558,,,,,
18,164,,,0.4516215920448303,,,,,,,
18,167,,,0.4342533349990845,,,,,,,
18,170,,,0.4390510022640228,,,,,,,
,36,,,,,,,,0.4253004789352417,,
,37,,,,,,,,0.4207008481025696,,
18,170,,,,,,0.26363620162010193,0.4233317971229553,,0.32117798924446106,0.28563961386680603
18,170,0.22420918941497803,0.4479099214076996,,0.3193083107471466,0.22543835639953613,,,,,
19,173,,,0.442304402589798,,,,,,,
19,176,,,0.43165862560272217,,,,,,,
19,179,,,0.43148621916770935,,,,,,,
,38,,,,,,,,0.41820910573005676,,
,39,,,,,,,,0.41370826959609985,,
19,179,,,,,,0.2956041097640991,0.4162827134132385,,0.33792123198509216,0.3091949224472046
19,179,0.22737912833690643,0.4388134181499481,,0.3089446425437927,0.22766728699207306,,,,,
20,182,,,0.4286459684371948,,,,,,,
20,185,,,0.4282274544239044,,,,,,,
20,188,,,0.4253501892089844,,,,,,,
,40,,,,,,,,0.4134500324726105,,
,41,,,,,,,,0.4089581370353699,,
20,188,,,,,,0.32515695691108704,0.4115274250507355,,0.3375667333602905,0.33887216448783875
20,188,0.2305067628622055,0.43100664019584656,,0.34315815567970276,0.229510098695755,,,,,
21,191,,,0.4302710294723511,,,,,,,
21,194,,,0.4208732843399048,,,,,,,
21,197,,,0.4214031994342804,,,,,,,
,42,,,,,,,,0.40862172842025757,,
,43,,,,,,,,0.40417730808258057,,
21,197,,,,,,0.33362045884132385,0.40671947598457336,,0.33263880014419556,0.35292962193489075
21,197,0.2347440868616104,0.42367127537727356,,0.3270004987716675,0.23225021362304688,,,,,
22,200,,,0.41820937395095825,,,,,,,
22,203,,,0.4112631380558014,,,,,,,
22,206,,,0.4161544144153595,,,,,,,
,44,,,,,,,,0.4019777774810791,,
,45,,,,,,,,0.3976752758026123,,
22,206,,,,,,0.3375028371810913,0.400136262178421,,0.3302040100097656,0.3599066436290741
22,206,0.2384980469942093,0.4166806936264038,,0.33968934416770935,0.23475833237171173,,,,,
23,209,,,0.41875746846199036,,,,,,,
23,212,,,0.40953564643859863,,,,,,,
23,215,,,0.40385234355926514,,,,,,,
,46,,,,,,,,0.3977055847644806,,
,47,,,,,,,,0.3934202790260315,,
23,215,,,,,,0.339261919260025,0.3958714008331299,,0.32775312662124634,0.36581164598464966
23,215,0.24311463534832,0.41034480929374695,,0.3418355882167816,0.23771853744983673,,,,,
24,218,,,0.4012548625469208,,,,,,,
24,221,,,0.4003564119338989,,,,,,,
24,224,,,0.38507556915283203,,,,,,,
,48,,,,,,,,0.3926326632499695,,
,49,,,,,,,,0.388436496257782,,
24,224,,,,,,0.3404698967933655,0.3908366560935974,,0.32632097601890564,0.36969396471977234
24,224,0.24613676965236664,0.4038974940776825,,0.32706916332244873,0.23949190974235535,,,,,
25,227,,,0.4019642472267151,,,,,,,
25,230,,,0.3958035409450531,,,,,,,
25,233,,,0.3863644599914551,,,,,,,
,50,,,,,,,,0.3898438811302185,,
,51,,,,,,,,0.3857136368751526,,
25,233,,,,,,0.34343960881233215,0.3880760669708252,,0.32360807061195374,0.37863510847091675
25,233,0.25093063712120056,0.3990894854068756,,0.3320150077342987,0.2430446296930313,,,,,
26,236,,,0.3993317186832428,,,,,,,
26,239,,,0.3941526412963867,,,,,,,
26,242,,,0.39387667179107666,,,,,,,
,52,,,,,,,,0.3863109052181244,,
,53,,,,,,,,0.38218802213668823,,
26,242,,,,,,0.3457587659358978,0.38454627990722656,,0.32336199283599854,0.3836560845375061
26,242,0.25427907705307007,0.39378979802131653,,0.340719997882843,0.24520792067050934,,,,,
27,245,,,0.3904713988304138,,,,,,,
27,248,,,0.3886679410934448,,,,,,,
27,251,,,0.3743695616722107,,,,,,,
,54,,,,,,,,0.38419440388679504,,
,55,,,,,,,,0.3802172541618347,,
27,251,,,,,,0.34863921999931335,0.3824921250343323,,0.3233303129673004,0.391638845205307
27,251,0.25779467821121216,0.38927507400512695,,0.3371333181858063,0.2473437488079071,,,,,
28,254,,,0.38982006907463074,,,,,,,
28,257,,,0.37483319640159607,,,,,,,
28,260,,,0.38145458698272705,,,,,,,
,56,,,,,,,,0.3838357627391815,,
,57,,,,,,,,0.37986257672309875,,
28,260,,,,,,0.34977132081985474,0.38213521242141724,,0.32235080003738403,0.39807918667793274
28,260,0.2608478367328644,0.3837486803531647,,0.3558717668056488,0.24948635697364807,,,,,
29,263,,,0.3770489990711212,,,,,,,
29,266,,,0.37493956089019775,,,,,,,
29,269,,,0.3862079083919525,,,,,,,
,58,,,,,,,,0.3812864124774933,,
,59,,,,,,,,0.37738513946533203,,
29,269,,,,,,0.3496108651161194,0.3796166181564331,,0.32159650325775146,0.39843177795410156
29,269,0.2663831114768982,0.37902024388313293,,0.3400222063064575,0.2538197636604309,,,,,
30,272,,,0.3749135732650757,,,,,,,
30,275,,,0.37619277834892273,,,,,,,
30,278,,,0.361863911151886,,,,,,,
,60,,,,,,,,0.37933412194252014,,
,61,,,,,,,,0.3754509687423706,,
30,278,,,,,,0.3499949276447296,0.37767207622528076,,0.377740740776062,0.40060651302337646
30,278,0.26712268590927124,0.37418848276138306,,0.4083538353443146,0.25412464141845703,,,,,
31,281,,,0.3705851137638092,,,,,,,
31,284,,,0.3686380386352539,,,,,,,
31,287,,,0.3579731285572052,,,,,,,
,62,,,,,,,,0.3767390251159668,,
,63,,,,,,,,0.37298858165740967,,
31,287,,,,,,0.3532783091068268,0.37513378262519836,,0.4014716148376465,0.4054771065711975
31,287,0.2701982855796814,0.3707573413848877,,0.37926173210144043,0.2568519115447998,,,,,
32,290,,,0.36270904541015625,,,,,,,
32,293,,,0.36697956919670105,,,,,,,
32,296,,,0.36884477734565735,,,,,,,
,64,,,,,,,,0.37498074769973755,,
,65,,,,,,,,0.3711579144001007,,
32,296,,,,,,0.3584926724433899,0.3733445107936859,,0.3893265426158905,0.40822508931159973
32,296,0.27626368403434753,0.36594855785369873,,0.417590469121933,0.26119232177734375,,,,,
33,299,,,0.36526140570640564,,,,,,,
33,302,,,0.366776704788208,,,,,,,
33,305,,,0.3610551953315735,,,,,,,
,66,,,,,,,,0.3740141689777374,,
,67,,,,,,,,0.3703668713569641,,
33,305,,,,,,0.3628453314304352,0.37245306372642517,,0.37637859582901,0.4137675166130066
33,305,0.2771044075489044,0.3628521263599396,,0.4117640554904938,0.2616952955722809,,,,,
34,308,,,0.3600791394710541,,,,,,,
34,311,,,0.35850822925567627,,,,,,,
34,314,,,0.3471982181072235,,,,,,,
,68,,,,,,,,0.36943933367729187,,
,69,,,,,,,,0.36585110425949097,,
34,314,,,,,,0.3678685426712036,0.36790353059768677,,0.37406498193740845,0.4169067442417145
34,314,0.28113609552383423,0.3588501811027527,,0.4164423942565918,0.2646852135658264,,,,,
35,317,,,0.3554246723651886,,,,,,,
35,320,,,0.35796937346458435,,,,,,,
35,323,,,0.3533993363380432,,,,,,,
,70,,,,,,,,0.365182101726532,,
,71,,,,,,,,0.3617078363895416,,
35,323,,,,,,0.36973893642425537,0.36369508504867554,,0.3714487552642822,0.41758376359939575
35,323,0.2850719392299652,0.35605865716934204,,0.4261670708656311,0.2675843834877014,,,,,
36,326,,,0.34766897559165955,,,,,,,
36,329,,,0.35077011585235596,,,,,,,
36,332,,,0.36458995938301086,,,,,,,
,72,,,,,,,,0.3697224259376526,,
,73,,,,,,,,0.36628448963165283,,
36,332,,,,,,0.3716592490673065,0.36825093626976013,,0.3686390519142151,0.42268458008766174
36,332,0.2870296835899353,0.3523600399494171,,0.4239501953125,0.2689873278141022,,,,,
37,335,,,0.35074907541275024,,,,,,,
37,338,,,0.3489198088645935,,,,,,,
37,341,,,0.3443610370159149,,,,,,,
,74,,,,,,,,0.3719196915626526,,
,75,,,,,,,,0.3684649169445038,,
37,341,,,,,,0.37394675612449646,0.3704409897327423,,0.36777785420417786,0.42854243516921997
37,341,0.29063040018081665,0.3494654893875122,,0.44990772008895874,0.2725716531276703,,,,,
38,344,,,0.3432324230670929,,,,,,,
38,347,,,0.34263503551483154,,,,,,,
38,350,,,0.34573110938072205,,,,,,,
,76,,,,,,,,0.3647877275943756,,
,77,,,,,,,,0.3616099953651428,,
38,350,,,,,,0.37743034958839417,0.36342760920524597,,0.3777383863925934,0.42857155203819275
38,350,0.2955155074596405,0.3460181653499603,,0.4438013434410095,0.27621304988861084,,,,,
39,353,,,0.34193265438079834,,,,,,,
39,356,,,0.3429204821586609,,,,,,,
39,359,,,0.3462022542953491,,,,,,,
,78,,,,,,,,0.3574520945549011,,
,79,,,,,,,,0.3543209433555603,,
39,359,,,,,,0.37843814492225647,0.35611191391944885,,0.368651807308197,0.42619621753692627
39,359,0.3000241816043854,0.3437510132789612,,0.5008467435836792,0.27875879406929016,,,,,
40,362,,,0.34394800662994385,,,,,,,
40,365,,,0.3445994555950165,,,,,,,
40,368,,,0.3460458517074585,,,,,,,
,80,,,,,,,,0.3540017902851105,,
,81,,,,,,,,0.3510027825832367,,
40,368,,,,,,0.3802383542060852,0.35271817445755005,,0.48666492104530334,0.4265148639678955
40,368,0.29999762773513794,0.341603547334671,,0.4621889293193817,0.2793181240558624,,,,,
41,371,,,0.33893871307373047,,,,,,,
41,374,,,0.3333241641521454,,,,,,,
41,377,,,0.3421672582626343,,,,,,,
,82,,,,,,,,0.35121724009513855,,
,83,,,,,,,,0.3482949137687683,,
41,377,,,,,,0.3805192708969116,0.34996646642684937,,0.48038098216056824,0.4273654818534851
41,377,0.3030124008655548,0.33846256136894226,,0.4226565361022949,0.2821018695831299,,,,,
42,380,,,0.3373793661594391,,,,,,,
42,383,,,0.3338179290294647,,,,,,,
42,386,,,0.3203814923763275,,,,,,,
,84,,,,,,,,0.3488270342350006,,
,85,,,,,,,,0.3459632396697998,,
42,386,,,,,,0.3835792541503906,0.3476012945175171,,0.4791119694709778,0.42882096767425537
42,386,0.3059229552745819,0.3358616232872009,,0.47651809453964233,0.28413528203964233,,,,,
43,389,,,0.3362412750720978,,,,,,,
43,392,,,0.33251190185546875,,,,,,,
43,395,,,0.33912789821624756,,,,,,,
,86,,,,,,,,0.3538537323474884,,
,87,,,,,,,,0.35092052817344666,,
43,395,,,,,,0.3889712691307068,0.35259827971458435,,0.5031682252883911,0.4367089569568634
43,395,0.30794912576675415,0.3339875638484955,,0.4602951407432556,0.2868293523788452,,,,,
44,398,,,0.337358683347702,,,,,,,
44,401,,,0.3294674754142761,,,,,,,
44,404,,,0.3164008855819702,,,,,,,
,88,,,,,,,,0.35975730419158936,,
,89,,,,,,,,0.35676369071006775,,
44,404,,,,,,0.39557358622550964,0.35847601294517517,,0.5438823699951172,0.4424345791339874
44,404,0.3114100396633148,0.3320257067680359,,0.5008563995361328,0.2884741723537445,,,,,
45,407,,,0.3332866132259369,,,,,,,
45,410,,,0.32548636198043823,,,,,,,
