epoch,step,train/loss_step
0,662,0.42283979058265686
0,665,0.3436349034309387
0,668,0.5295117497444153
0,671,0.3161986470222473
0,674,0.33548039197921753
0,677,0.7753117084503174
0,680,0.6903163194656372
0,683,0.632926344871521
0,686,0.3667748272418976
0,689,0.2568121552467346
0,692,0.5620107054710388
0,695,0.6593621373176575
0,698,0.7628517150878906
0,701,0.579198956489563
0,704,0.30708861351013184
0,707,0.5117220878601074
0,710,0.5691425800323486
0,713,0.4788110852241516
0,716,0.5739549994468689
0,719,0.46309125423431396
0,722,0.6047714352607727
0,725,0.7539300918579102
0,728,0.3392689824104309
0,731,0.848254919052124
0,734,0.332169771194458
0,737,0.5833144187927246
0,740,0.3935289978981018
0,743,0.3350648581981659
0,746,0.3980381488800049
0,749,0.47719788551330566
0,752,0.4017027020454407
0,755,0.42675909399986267
0,758,0.5827922224998474
0,761,0.6565827131271362
0,764,0.4708162546157837
0,767,0.40637218952178955
0,770,0.5954044461250305
0,773,0.511989951133728
0,776,0.3177526295185089
0,779,0.4870460033416748
0,782,0.5853162407875061
0,785,0.5552029013633728
0,788,0.5417444705963135
0,791,0.5632661581039429
0,794,0.4393808841705322
0,797,0.6360085010528564
0,800,0.4161513149738312
0,803,0.6652094721794128
0,806,0.4363013505935669
0,809,0.3324511647224426
0,812,0.49300000071525574
0,815,0.43717002868652344
0,818,0.48935943841934204
0,821,0.27192121744155884
0,824,0.45560944080352783
0,827,0.5253970623016357
0,830,0.3648509383201599
0,833,0.7069074511528015
0,836,0.43903252482414246
0,839,0.6210137605667114
0,842,0.5320842266082764
0,845,0.4177001118659973
0,848,0.6699668169021606
0,851,0.514546275138855
0,854,0.8262987732887268
0,857,0.4883688688278198
0,860,0.610039472579956
0,863,0.44235336780548096
0,866,0.5604112148284912
0,869,0.4507385194301605
0,872,0.5959677696228027
0,875,0.28746095299720764
0,878,0.5468656420707703
0,881,0.4884271025657654
0,884,0.39742541313171387
0,887,0.5174362659454346
0,890,0.6429075002670288
0,893,0.4767048954963684
0,896,0.4436964988708496
0,899,0.4678795039653778
0,902,0.6559460163116455
0,905,0.46029216051101685
0,908,0.5072150230407715
0,911,0.5439677238464355
0,914,0.5168195366859436
0,917,0.5468543171882629
0,920,0.3266192376613617
0,923,0.34455347061157227
0,926,0.5413220524787903
0,929,0.40052950382232666
0,932,0.5537929534912109
0,935,0.40290021896362305
0,938,0.31797415018081665
0,941,0.4463263750076294
0,944,0.4280015528202057
0,947,0.344870924949646
0,950,0.39343634247779846
0,953,0.43642768263816833
0,956,0.4256540536880493
0,959,0.44704294204711914
0,962,0.4435317814350128
0,965,0.49225470423698425
0,968,0.3581535816192627
0,971,0.5834757089614868
0,974,0.39934253692626953
0,977,0.5286885499954224
0,980,0.26172369718551636
0,983,0.5693281888961792
0,986,0.40452682971954346
0,989,0.5081761479377747
0,992,0.43277058005332947
0,995,0.39197635650634766
0,998,0.39847898483276367
0,1001,0.4237598180770874
0,1004,0.22019246220588684
0,1007,0.2982144057750702
0,1010,0.307991623878479
0,1013,0.4989311993122101
0,1016,0.3254041373729706
0,1019,0.20274695754051208
0,1022,0.26824432611465454
0,1025,0.5543209314346313
0,1028,0.44915929436683655
0,1031,0.30721408128738403
0,1034,0.5253995060920715
0,1037,0.3808883726596832
0,1040,0.40670305490493774
0,1043,0.3746580481529236
0,1046,0.35742127895355225
0,1049,0.7059778571128845
0,1052,0.34916236996650696
0,1055,0.4573911726474762
0,1058,0.349507212638855
0,1061,0.18459638953208923
0,1064,0.20846110582351685
0,1067,0.30497634410858154
0,1070,0.5389485955238342
0,1073,0.3214385211467743
0,1076,0.6080329418182373
0,1079,0.38880446553230286
0,1082,0.3165813684463501
0,1085,0.3633659780025482
0,1088,0.3611913323402405
0,1091,0.31933003664016724
0,1094,0.40738698840141296
0,1097,0.31649258732795715
0,1100,0.39012783765792847
0,1103,0.19490844011306763
0,1106,0.46035462617874146
0,1109,0.33916136622428894
0,1112,0.5893770456314087
0,1115,0.4383370876312256
0,1118,0.3389911353588104
0,1121,0.39925938844680786
0,1124,0.614661455154419
0,1127,0.45720672607421875
0,1130,0.42458707094192505
0,1133,0.6906068325042725
0,1136,0.2407572716474533
0,1139,0.6432092189788818
0,1142,0.4972594976425171
0,1145,0.48171013593673706
0,1148,0.5096785426139832
0,1151,0.2945631742477417
0,1154,0.4926431179046631
0,1157,0.32635870575904846
0,1160,0.568880021572113
0,1163,0.2580125331878662
0,1166,0.30994123220443726
0,1169,0.4357425570487976
0,1172,0.6261067986488342
0,1175,0.4448503255844116
0,1178,0.330610990524292
0,1181,0.48370420932769775
0,1184,0.39151889085769653
0,1187,0.36876943707466125
0,1190,0.4421393871307373
0,1193,0.30792999267578125
0,1196,0.2539655268192291
0,1199,0.3799762725830078
0,1202,0.3559229373931885
0,1205,0.36868539452552795
0,1208,0.43029582500457764
0,1211,0.28111544251441956
0,1214,0.4119020104408264
0,1217,0.3990909457206726
0,1220,0.46227943897247314
0,1223,0.5947943925857544
0,1226,0.3837680518627167
0,1229,0.4283089339733124
0,1232,0.27331507205963135
0,1235,0.2678961157798767
0,1238,0.47349798679351807
0,1241,0.7372182607650757
0,1244,0.2829405665397644
0,1247,0.383063942193985
0,1250,0.4116925299167633
0,1253,0.37332266569137573
0,1256,0.37693458795547485
0,1259,0.6062690019607544
0,1262,0.5425611138343811
0,1265,0.30182403326034546
0,1268,0.5233495235443115
0,1271,0.40081658959388733
0,1274,0.3426271677017212
0,1277,0.24764594435691833
0,1280,0.121723473072052
0,1283,0.6117482781410217
0,1286,0.5041966438293457
0,1289,0.6811819076538086
0,1292,0.2747446298599243
0,1295,0.3516004681587219
0,1298,0.6815052628517151
0,1301,0.3799823522567749
0,1304,0.5111751556396484
0,1307,0.3955423831939697
0,1310,0.3275149166584015
0,1313,0.5827359557151794
