epoch,step,train/loss_step
0,2,2.0973663330078125
0,5,1.5210742950439453
0,8,1.054201602935791
0,11,1.112511157989502
0,14,1.087515115737915
0,17,0.8494740724563599
0,20,0.9662393927574158
0,23,0.9467339515686035
0,26,0.7502692937850952
0,29,0.9211255311965942
0,32,0.5261426568031311
0,35,0.946226179599762
0,38,0.951203465461731
0,41,0.8180680274963379
0,44,0.6975111961364746
0,47,0.6089069843292236
0,50,0.891877293586731
0,53,0.6611292362213135
0,56,0.7103960514068604
0,59,1.1478521823883057
0,62,0.42509353160858154
0,65,0.8044870495796204
0,68,0.6425806283950806
0,71,0.8027713298797607
0,74,0.570198655128479
0,77,0.5440934896469116
0,80,0.4485236406326294
0,83,0.6229642629623413
0,86,0.8219042420387268
0,89,0.8627834320068359
0,92,0.7041705846786499
0,95,0.9710553884506226
0,98,0.7175439596176147
0,101,1.3232042789459229
0,104,1.1123812198638916
0,107,0.7480252981185913
0,110,0.9086521863937378
0,113,0.990516722202301
0,116,0.5821993350982666
0,119,1.0488076210021973
0,122,0.9240487813949585
0,125,0.65932297706604
0,128,0.6271890997886658
0,131,0.6251496076583862
0,134,0.6779718399047852
0,137,0.531655490398407
0,140,0.8173341751098633
0,143,0.5905176401138306
0,146,0.9677404761314392
0,149,0.8646225929260254
0,152,0.741832971572876
0,155,0.8434445858001709
0,158,0.8037393093109131
0,161,0.7721848487854004
0,164,0.7933628559112549
0,167,0.9272421002388
0,170,1.1280689239501953
0,173,0.8033604621887207
0,176,0.6734741926193237
0,179,0.6805257797241211
0,182,0.5325782895088196
0,185,0.7629233598709106
0,188,0.4596484899520874
0,191,0.7011029720306396
0,194,1.0619146823883057
0,197,0.726771354675293
0,200,0.617864727973938
0,203,0.6086424589157104
0,206,0.425548255443573
0,209,0.6893613934516907
0,212,0.6497063040733337
0,215,0.6712489724159241
0,218,0.8105168342590332
0,221,1.092978596687317
0,224,0.9495002031326294
0,227,0.7842395305633545
0,230,0.7713342308998108
0,233,0.5709871053695679
0,236,0.8277375102043152
0,239,0.6461737751960754
0,242,0.3662222623825073
0,245,0.801062822341919
0,248,0.5269204378128052
0,251,0.46291983127593994
0,254,0.897645115852356
0,257,0.6489472985267639
0,260,0.6923009753227234
0,263,0.5622997879981995
0,266,0.7521790862083435
0,269,0.4473153352737427
0,272,0.7551257014274597
0,275,0.9648849368095398
0,278,0.7891747355461121
0,281,0.77960604429245
0,284,0.8113584518432617
0,287,0.5985367298126221
0,290,0.5345770716667175
0,293,0.6957970857620239
0,296,0.727276086807251
0,299,0.42338505387306213
0,302,0.7050735950469971
0,305,1.1075986623764038
0,308,0.5059702396392822
0,311,1.067312240600586
0,314,0.6744477152824402
0,317,0.5123732686042786
0,320,0.8463890552520752
0,323,0.5480667948722839
0,326,0.5372911095619202
0,329,0.4675103425979614
0,332,0.5678424835205078
0,335,0.6535235643386841
0,338,0.8787686824798584
0,341,0.5879586935043335
0,344,0.47787871956825256
0,347,0.5103201270103455
0,350,0.7188003063201904
0,353,0.9015417098999023
0,356,0.7036689519882202
0,359,0.37759679555892944
0,362,0.7627333402633667
0,365,0.6680589914321899
0,368,0.5514503121376038
0,371,0.5880467295646667
0,374,0.36376363039016724
0,377,0.7216136455535889
0,380,0.5401866436004639
0,383,0.38641661405563354
0,386,0.3845680058002472
0,389,0.22524450719356537
0,392,0.45242518186569214
0,395,0.500201940536499
0,398,0.3819906711578369
0,401,0.7634609341621399
0,404,0.3353850841522217
0,407,0.26861482858657837
0,410,0.5817617774009705
0,413,0.3979010581970215
0,416,0.414227157831192
0,419,0.3913291096687317
0,422,0.644241452217102
0,425,0.5261232852935791
0,428,0.3298441171646118
0,431,0.40433377027511597
0,434,0.4957495629787445
0,437,0.3622933328151703
0,440,0.43644559383392334
0,443,0.665906548500061
0,446,0.3964516818523407
0,449,0.41837939620018005
0,452,0.5891668796539307
0,455,0.5905402898788452
0,458,0.5799186825752258
0,461,0.38805341720581055
0,464,0.5592067241668701
0,467,0.5637123584747314
0,470,0.743066132068634
0,473,0.6631210446357727
0,476,0.4954361617565155
0,479,0.4238208830356598
0,482,0.5300955772399902
0,485,0.7623933553695679
0,488,0.4440605938434601
0,491,0.8366754055023193
0,494,0.29335230588912964
0,497,0.5315976738929749
0,500,0.38179779052734375
0,503,0.3451157808303833
0,506,0.5060153603553772
0,509,0.37180349230766296
0,512,0.31677669286727905
0,515,0.4338247776031494
0,518,0.6557512283325195
0,521,0.3895445764064789
0,524,0.49747875332832336
0,527,0.5125640630722046
0,530,0.7055854797363281
0,533,0.8001922965049744
0,536,0.4795231819152832
0,539,0.47426456212997437
0,542,0.4801912307739258
0,545,0.7841030359268188
0,548,0.833743691444397
0,551,0.2493503838777542
0,554,0.22845466434955597
0,557,0.4851394295692444
0,560,0.7577579617500305
0,563,0.3697683811187744
0,566,0.40935200452804565
0,569,0.6545521020889282
0,572,0.5703621506690979
0,575,0.8433243632316589
0,578,0.3184872269630432
0,581,0.5775995254516602
0,584,0.6436169147491455
0,587,0.6490111947059631
0,590,0.4709875285625458
0,593,0.4485005736351013
0,596,0.38830044865608215
0,599,0.6655725240707397
0,602,0.8007603883743286
0,605,0.5816279053688049
0,608,0.580619752407074
0,611,0.5301514267921448
0,614,0.6820192933082581
0,617,0.35330456495285034
0,620,0.4379780888557434
0,623,0.4621652364730835
0,626,0.6156163811683655
0,629,0.6673154830932617
0,632,0.3496283292770386
0,635,0.5113070011138916
0,638,0.49689149856567383
0,641,0.34831443428993225
0,644,0.45480841398239136
0,647,0.5042166113853455
0,650,0.4174564778804779
0,653,0.33577626943588257
0,656,0.5824928879737854
0,659,0.38824594020843506
