epoch,step,train/f1,train/loss_epoch,train/loss_step,train/precision,train/recall,val/f1,val/loss_epoch,val/loss_step,val/precision,val/recall
10,98,,,,,,0.2363639622926712,0.4968256950378418,,0.22122454643249512,0.25501102209091187
10,98,0.20179890096187592,0.5538161993026733,,0.2456703633069992,0.20738138258457184,,,,,
11,101,,,0.5298883318901062,,,,,,,
11,104,,,0.526884913444519,,,,,,,
11,107,,,0.5201475024223328,,,,,,,
,22,,,,,,,,0.4788838326931,,
,23,,,,,,,,0.48442670702934265,,
11,107,,,,,,0.23708240687847137,0.48125624656677246,,0.21967385709285736,0.26008349657058716
11,107,0.20558743178844452,0.5289270877838135,,0.2448950856924057,0.21063832938671112,,,,,
12,110,,,0.5081521272659302,,,,,,,
12,113,,,0.5106827616691589,,,,,,,
12,116,,,0.5238019227981567,,,,,,,
,24,,,,,,,,0.46515628695487976,,
,25,,,,,,,,0.47004443407058716,,
12,116,,,,,,0.23768123984336853,0.46724846959114075,,0.21929027140140533,0.26300328969955444
12,116,0.20939265191555023,0.5086365342140198,,0.24008314311504364,0.21381351351737976,,,,,
13,119,,,0.4976309835910797,,,,,,,
13,122,,,0.49382859468460083,,,,,,,
13,125,,,0.49621155858039856,,,,,,,
,26,,,,,,,,0.4536689817905426,,
,27,,,,,,,,0.4580274820327759,,
13,125,,,,,,0.2383827120065689,0.4555344879627228,,0.2765907645225525,0.26432928442955017
13,125,0.2125358283519745,0.49143272638320923,,0.2412526160478592,0.2163337618112564,,,,,
14,128,,,0.4796108305454254,,,,,,,
14,131,,,0.4790727496147156,,,,,,,
14,134,,,0.4562440514564514,,,,,,,
,28,,,,,,,,0.44132375717163086,,
,29,,,,,,,,0.44526350498199463,,
14,134,,,,,,0.24390773475170135,0.44301003217697144,,0.2688433527946472,0.26701685786247253
14,134,0.21496713161468506,0.47714972496032715,,0.2537910044193268,0.21829009056091309,,,,,
15,137,,,0.4693891704082489,,,,,,,
15,140,,,0.4620896577835083,,,,,,,
15,143,,,0.4776768684387207,,,,,,,
,30,,,,,,,,0.4354592263698578,,
,31,,,,,,,,0.43883010745048523,,
15,143,,,,,,0.25370654463768005,0.4369020164012909,,0.26422759890556335,0.274666965007782
15,143,0.21731024980545044,0.4645862579345703,,0.2639829218387604,0.22013787925243378,,,,,
16,146,,,0.4508205056190491,,,,,,,
16,149,,,0.4507289528846741,,,,,,,
16,152,,,0.4405516982078552,,,,,,,
,32,,,,,,,,0.4286683201789856,,
,33,,,,,,,,0.43152278661727905,,
16,152,,,,,,0.27403950691223145,0.42989006638526917,,0.33318468928337097,0.2906814515590668
16,152,0.22081084549427032,0.45301899313926697,,0.3187742233276367,0.22242631018161774,,,,,
17,155,,,0.44874900579452515,,,,,,,
17,158,,,0.444603830575943,,,,,,,
17,161,,,0.4351186454296112,,,,,,,
,34,,,,,,,,0.4259975552558899,,
,35,,,,,,,,0.42829060554504395,,
17,161,,,,,,0.3135310411453247,0.4269790053367615,,0.33948901295661926,0.3249272108078003
17,161,0.2234400361776352,0.44363200664520264,,0.3276764452457428,0.22418400645256042,,,,,
18,164,,,0.43883606791496277,,,,,,,
18,167,,,0.43324005603790283,,,,,,,
18,170,,,0.43521517515182495,,,,,,,
,36,,,,,,,,0.42391160130500793,,
,37,,,,,,,,0.4257812201976776,,
18,170,,,,,,0.33258914947509766,0.42471182346343994,,0.33379679918289185,0.35342735052108765
18,170,0.2263108193874359,0.43406057357788086,,0.3363989293575287,0.22625668346881866,,,,,
19,173,,,0.4250093996524811,,,,,,,
19,176,,,0.42779964208602905,,,,,,,
19,179,,,0.4224379360675812,,,,,,,
,38,,,,,,,,0.42083126306533813,,
,39,,,,,,,,0.4222726821899414,,
19,179,,,,,,0.33729466795921326,0.4214482307434082,,0.32761889696121216,0.3656686544418335
19,179,0.23088157176971436,0.42628341913223267,,0.3323637545108795,0.22898796200752258,,,,,
20,182,,,0.421962171792984,,,,,,,
20,185,,,0.4189824163913727,,,,,,,
20,188,,,0.40165141224861145,,,,,,,
,40,,,,,,,,0.4119378924369812,,
,41,,,,,,,,0.41308537125587463,,
20,188,,,,,,0.340160071849823,0.4124290347099304,,0.3262093663215637,0.37142762541770935
20,188,0.23361600935459137,0.41900473833084106,,0.33057093620300293,0.23076629638671875,,,,,
21,191,,,0.4087519645690918,,,,,,,
21,194,,,0.40531063079833984,,,,,,,
21,197,,,0.40728744864463806,,,,,,,
,42,,,,,,,,0.41101154685020447,,
,43,,,,,,,,0.41171786189079285,,
21,197,,,,,,0.3428262174129486,0.41131383180618286,,0.3224157392978668,0.3836328387260437
21,197,0.2396726757287979,0.41111552715301514,,0.3417995870113373,0.2346169799566269,,,,,
22,200,,,0.4013848602771759,,,,,,,
22,203,,,0.407688170671463,,,,,,,
22,206,,,0.39594927430152893,,,,,,,
,44,,,,,,,,0.4085500240325928,,
,45,,,,,,,,0.40901416540145874,,
22,206,,,,,,0.3453434407711029,0.40874868631362915,,0.3215410113334656,0.39038369059562683
22,206,0.24540458619594574,0.40384551882743835,,0.350286602973938,0.23828405141830444,,,,,
23,209,,,0.40318387746810913,,,,,,,
23,212,,,0.40094614028930664,,,,,,,
23,215,,,0.38586145639419556,,,,,,,
,46,,,,,,,,0.40273571014404297,,
,47,,,,,,,,0.40309593081474304,,
23,215,,,,,,0.3483363091945648,0.4028898775577545,,0.32265758514404297,0.39629146456718445
23,215,0.2483193725347519,0.3984382450580597,,0.3562195897102356,0.24051952362060547,,,,,
24,218,,,0.3978150486946106,,,,,,,
24,221,,,0.39492693543434143,,,,,,,
24,224,,,0.3836350739002228,,,,,,,
,48,,,,,,,,0.39999258518218994,,
,49,,,,,,,,0.4001060724258423,,
24,224,,,,,,0.34787315130233765,0.4000411629676819,,0.3202360272407532,0.39983701705932617
24,224,0.25170618295669556,0.3927369713783264,,0.3307671844959259,0.24293892085552216,,,,,
